icdcode,icdlabel,diagcodelvl1,diagdesclvl1
o359xx2,maternal care for suspected fetal abnormality and damage unspecified fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o359xx3,maternal care for suspected fetal abnormality and damage unspecified fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o359xx4,maternal care for suspected fetal abnormality and damage unspecified fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o359xx5,maternal care for suspected fetal abnormality and damage unspecified fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o359xx9,maternal care for suspected fetal abnormality and damage unspecified other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o35axx0,maternal care for other suspected fetal abnormality and damage fetal facial anomalies not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o35axx1,maternal care for other suspected fetal abnormality and damage fetal facial anomalies fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o35axx2,maternal care for other suspected fetal abnormality and damage fetal facial anomalies fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o35axx3,maternal care for other suspected fetal abnormality and damage fetal facial anomalies fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o35axx4,maternal care for other suspected fetal abnormality and damage fetal facial anomalies fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o35axx5,maternal care for other suspected fetal abnormality and damage fetal facial anomalies fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o35axx9,maternal care for other suspected fetal abnormality and damage fetal facial anomalies other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o35bxx0,maternal care for other suspected fetal abnormality and damage fetal cardiac anomalies not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o35bxx1,maternal care for other suspected fetal abnormality and damage fetal cardiac anomalies fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o35bxx2,maternal care for other suspected fetal abnormality and damage fetal cardiac anomalies fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o35bxx3,maternal care for other suspected fetal abnormality and damage fetal cardiac anomalies fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o35bxx4,maternal care for other suspected fetal abnormality and damage fetal cardiac anomalies fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o35bxx5,maternal care for other suspected fetal abnormality and damage fetal cardiac anomalies fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o35bxx9,maternal care for other suspected fetal abnormality and damage fetal cardiac anomalies other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o35cxx0,maternal care for other suspected fetal abnormality and damage fetal pulmonary anomalies not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o35cxx1,maternal care for other suspected fetal abnormality and damage fetal pulmonary anomalies fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o35cxx2,maternal care for other suspected fetal abnormality and damage fetal pulmonary anomalies fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o35cxx3,maternal care for other suspected fetal abnormality and damage fetal pulmonary anomalies fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o35cxx4,maternal care for other suspected fetal abnormality and damage fetal pulmonary anomalies fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o35cxx5,maternal care for other suspected fetal abnormality and damage fetal pulmonary anomalies fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o35cxx9,maternal care for other suspected fetal abnormality and damage fetal pulmonary anomalies other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o35dxx0,maternal care for other suspected fetal abnormality and damage fetal gastrointestinal anomalies not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o35dxx1,maternal care for other suspected fetal abnormality and damage fetal gastrointestinal anomalies fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o35dxx2,maternal care for other suspected fetal abnormality and damage fetal gastrointestinal anomalies fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o35dxx3,maternal care for other suspected fetal abnormality and damage fetal gastrointestinal anomalies fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o35dxx4,maternal care for other suspected fetal abnormality and damage fetal gastrointestinal anomalies fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o35dxx5,maternal care for other suspected fetal abnormality and damage fetal gastrointestinal anomalies fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
o35dxx9,maternal care for other suspected fetal abnormality and damage fetal gastrointestinal anomalies other fetus,o35,maternal care for known or suspected fetal abnormality and damage
o35exx0,maternal care for other suspected fetal abnormality and damage fetal genitourinary anomalies not applicable or unspecified,o35,maternal care for known or suspected fetal abnormality and damage
o35exx1,maternal care for other suspected fetal abnormality and damage fetal genitourinary anomalies fetus 1,o35,maternal care for known or suspected fetal abnormality and damage
o35exx2,maternal care for other suspected fetal abnormality and damage fetal genitourinary anomalies fetus 2,o35,maternal care for known or suspected fetal abnormality and damage
o35exx3,maternal care for other suspected fetal abnormality and damage fetal genitourinary anomalies fetus 3,o35,maternal care for known or suspected fetal abnormality and damage
o35exx4,maternal care for other suspected fetal abnormality and damage fetal genitourinary anomalies fetus 4,o35,maternal care for known or suspected fetal abnormality and damage
o35exx5,maternal care for other suspected fetal abnormality and damage fetal genitourinary anomalies fetus 5,o35,maternal care for known or suspected fetal abnormality and damage
