obs,icdcode,icdlabel,cc,addcc
6536,O322XX1,"Maternal care for transverse and oblique lie, fetus 1",210,211
6537,O322XX2,"Maternal care for transverse and oblique lie, fetus 2",210,211
6538,O322XX3,"Maternal care for transverse and oblique lie, fetus 3",210,211
6539,O322XX4,"Maternal care for transverse and oblique lie, fetus 4",210,211
6540,O322XX5,"Maternal care for transverse and oblique lie, fetus 5",210,211
6541,O322XX9,"Maternal care for transverse and oblique lie, other fetus",210,211
6542,O323XX0,"Maternal care for face, brow and chin presentation, not applicable or unspecified",211,
6543,O323XX1,"Maternal care for face, brow and chin presentation, fetus 1",210,211
6544,O323XX2,"Maternal care for face, brow and chin presentation, fetus 2",210,211
6545,O323XX3,"Maternal care for face, brow and chin presentation, fetus 3",210,211
6546,O323XX4,"Maternal care for face, brow and chin presentation, fetus 4",210,211
6547,O323XX5,"Maternal care for face, brow and chin presentation, fetus 5",210,211
6548,O323XX9,"Maternal care for face, brow and chin presentation, other fetus",210,211
6549,O324XX0,"Maternal care for high head at term, not applicable or unspecified",211,
6550,O324XX1,"Maternal care for high head at term, fetus 1",210,211
6551,O324XX2,"Maternal care for high head at term, fetus 2",210,211
6552,O324XX3,"Maternal care for high head at term, fetus 3",210,211
6553,O324XX4,"Maternal care for high head at term, fetus 4",210,211
6554,O324XX5,"Maternal care for high head at term, fetus 5",210,211
6555,O324XX9,"Maternal care for high head at term, other fetus",210,211
6556,O326XX0,"Maternal care for compound presentation, not applicable or unspecified",211,
6557,O326XX1,"Maternal care for compound presentation, fetus 1",210,211
6558,O326XX2,"Maternal care for compound presentation, fetus 2",210,211
6559,O326XX3,"Maternal care for compound presentation, fetus 3",210,211
6560,O326XX4,"Maternal care for compound presentation, fetus 4",210,211
6561,O326XX5,"Maternal care for compound presentation, fetus 5",210,211
6562,O326XX9,"Maternal care for compound presentation, other fetus",210,211
6563,O328XX0,"Maternal care for other malpresentation of fetus, not applicable or unspecified",211,
6564,O328XX1,"Maternal care for other malpresentation of fetus, fetus 1",210,211
6565,O328XX2,"Maternal care for other malpresentation of fetus, fetus 2",210,211
6566,O328XX3,"Maternal care for other malpresentation of fetus, fetus 3",210,211
6567,O328XX4,"Maternal care for other malpresentation of fetus, fetus 4",210,211
6568,O328XX5,"Maternal care for other malpresentation of fetus, fetus 5",210,211
6569,O328XX9,"Maternal care for other malpresentation of fetus, other fetus",210,211
6570,O329XX0,"Maternal care for malpresentation of fetus, unspecified, not applicable or unspecified",211,
6571,O329XX1,"Maternal care for malpresentation of fetus, unspecified, fetus 1",210,211
6572,O329XX2,"Maternal care for malpresentation of fetus, unspecified, fetus 2",210,211
6573,O329XX3,"Maternal care for malpresentation of fetus, unspecified, fetus 3",210,211
6574,O329XX4,"Maternal care for malpresentation of fetus, unspecified, fetus 4",210,211
6575,O329XX5,"Maternal care for malpresentation of fetus, unspecified, fetus 5",210,211
6576,O329XX9,"Maternal care for malpresentation of fetus, unspecified, other fetus",210,211
6577,O330,Maternal care for disproportion due to deformity of maternal pelvic bones,211,
6578,O331,Maternal care for disproportion due to generally contracted pelvis,211,
6579,O332,Maternal care for disproportion due to inlet contraction of pelvis,211,
6580,O333XX0,"Maternal care for disproportion due to outlet contraction of pelvis, not applicable or unspecified",211,
6581,O333XX1,"Maternal care for disproportion due to outlet contraction of pelvis, fetus 1",210,211
6582,O333XX2,"Maternal care for disproportion due to outlet contraction of pelvis, fetus 2",210,211
6583,O333XX3,"Maternal care for disproportion due to outlet contraction of pelvis, fetus 3",210,211
6584,O333XX4,"Maternal care for disproportion due to outlet contraction of pelvis, fetus 4",210,211
6585,O333XX5,"Maternal care for disproportion due to outlet contraction of pelvis, fetus 5",210,211
6586,O333XX9,"Maternal care for disproportion due to outlet contraction of pelvis, other fetus",210,211
6587,O334XX0,"Maternal care for disproportion of mixed maternal and fetal origin, not applicable or unspecified",211,
6588,O334XX1,"Maternal care for disproportion of mixed maternal and fetal origin, fetus 1",210,211
6589,O334XX2,"Maternal care for disproportion of mixed maternal and fetal origin, fetus 2",210,211
6590,O334XX3,"Maternal care for disproportion of mixed maternal and fetal origin, fetus 3",210,211
6591,O334XX4,"Maternal care for disproportion of mixed maternal and fetal origin, fetus 4",210,211
6592,O334XX5,"Maternal care for disproportion of mixed maternal and fetal origin, fetus 5",210,211
6593,O334XX9,"Maternal care for disproportion of mixed maternal and fetal origin, other fetus",210,211
6594,O335XX0,"Maternal care for disproportion due to unusually large fetus, not applicable or unspecified",211,
6595,O335XX1,"Maternal care for disproportion due to unusually large fetus, fetus 1",210,211
6596,O335XX2,"Maternal care for disproportion due to unusually large fetus, fetus 2",210,211
6597,O335XX3,"Maternal care for disproportion due to unusually large fetus, fetus 3",210,211
6598,O335XX4,"Maternal care for disproportion due to unusually large fetus, fetus 4",210,211
6599,O335XX5,"Maternal care for disproportion due to unusually large fetus, fetus 5",210,211
6600,O335XX9,"Maternal care for disproportion due to unusually large fetus, other fetus",210,211
6601,O336XX0,"Maternal care for disproportion due to hydrocephalic fetus, not applicable or unspecified",211,
6602,O336XX1,"Maternal care for disproportion due to hydrocephalic fetus, fetus 1",210,211
6603,O336XX2,"Maternal care for disproportion due to hydrocephalic fetus, fetus 2",210,211
6604,O336XX3,"Maternal care for disproportion due to hydrocephalic fetus, fetus 3",210,211
6605,O336XX4,"Maternal care for disproportion due to hydrocephalic fetus, fetus 4",210,211
6606,O336XX5,"Maternal care for disproportion due to hydrocephalic fetus, fetus 5",210,211
6607,O336XX9,"Maternal care for disproportion due to hydrocephalic fetus, other fetus",210,211
6608,O337XX0,"Maternal care for disproportion due to other fetal deformities, not applicable or unspecified",211,
6609,O337XX1,"Maternal care for disproportion due to other fetal deformities, fetus 1",210,211
6610,O337XX2,"Maternal care for disproportion due to other fetal deformities, fetus 2",210,211
6611,O337XX3,"Maternal care for disproportion due to other fetal deformities, fetus 3",210,211
6612,O337XX4,"Maternal care for disproportion due to other fetal deformities, fetus 4",210,211
6613,O337XX5,"Maternal care for disproportion due to other fetal deformities, fetus 5",210,211
6614,O337XX9,"Maternal care for disproportion due to other fetal deformities, other fetus",210,211
6615,O338,Maternal care for disproportion of other origin,211,
6616,O339,"Maternal care for disproportion, unspecified",211,
6617,O3400,"Maternal care for unspecified congenital malformation of uterus, unspecified trimester",211,
6618,O3401,"Maternal care for unspecified congenital malformation of uterus, first trimester",211,
6619,O3402,"Maternal care for unspecified congenital malformation of uterus, second trimester",211,
6620,O3403,"Maternal care for unspecified congenital malformation of uterus, third trimester",211,
6621,O3410,"Maternal care for benign tumor of corpus uteri, unspecified trimester",211,
6622,O3411,"Maternal care for benign tumor of corpus uteri, first trimester",211,
6623,O3412,"Maternal care for benign tumor of corpus uteri, second trimester",211,
6624,O3413,"Maternal care for benign tumor of corpus uteri, third trimester",211,
6625,O34211,Maternal care for low transverse scar from previous cesarean delivery,211,
6626,O34212,Maternal care for vertical scar from previous cesarean delivery,211,
6627,O34218,Maternal care for other type scar from previous cesarean delivery,211,
6628,O34219,Maternal care for unspecified type scar from previous cesarean delivery,211,
6629,O3422,Maternal care for cesarean scar defect (isthmocele),211,
6630,O3429,Maternal care due to uterine scar from other previous surgery,211,
6631,O3430,"Maternal care for cervical incompetence, unspecified trimester",210,
6632,O3431,"Maternal care for cervical incompetence, first trimester",210,
6633,O3432,"Maternal care for cervical incompetence, second trimester",210,
6634,O3433,"Maternal care for cervical incompetence, third trimester",210,
6635,O3440,"Maternal care for other abnormalities of cervix, unspecified trimester",211,
6636,O3441,"Maternal care for other abnormalities of cervix, first trimester",211,
6637,O3442,"Maternal care for other abnormalities of cervix, second trimester",211,
6638,O3443,"Maternal care for other abnormalities of cervix, third trimester",211,
6639,O34511,"Maternal care for incarceration of gravid uterus, first trimester",211,
6640,O34512,"Maternal care for incarceration of gravid uterus, second trimester",211,
6641,O34513,"Maternal care for incarceration of gravid uterus, third trimester",211,
6642,O34519,"Maternal care for incarceration of gravid uterus, unspecified trimester",211,
6643,O34521,"Maternal care for prolapse of gravid uterus, first trimester",211,
6644,O34522,"Maternal care for prolapse of gravid uterus, second trimester",211,
6645,O34523,"Maternal care for prolapse of gravid uterus, third trimester",211,
6646,O34529,"Maternal care for prolapse of gravid uterus, unspecified trimester",211,
6647,O34531,"Maternal care for retroversion of gravid uterus, first trimester",211,
6648,O34532,"Maternal care for retroversion of gravid uterus, second trimester",211,
6649,O34533,"Maternal care for retroversion of gravid uterus, third trimester",211,
6650,O34539,"Maternal care for retroversion of gravid uterus, unspecified trimester",211,
6651,O34591,"Maternal care for other abnormalities of gravid uterus, first trimester",211,
6652,O34592,"Maternal care for other abnormalities of gravid uterus, second trimester",211,
6653,O34593,"Maternal care for other abnormalities of gravid uterus, third trimester",211,
6654,O34599,"Maternal care for other abnormalities of gravid uterus, unspecified trimester",211,
6655,O3460,"Maternal care for abnormality of vagina, unspecified trimester",211,
6656,O3461,"Maternal care for abnormality of vagina, first trimester",211,
6657,O3462,"Maternal care for abnormality of vagina, second trimester",211,
6658,O3463,"Maternal care for abnormality of vagina, third trimester",211,
6659,O3470,"Maternal care for abnormality of vulva and perineum, unspecified trimester",211,
6660,O3471,"Maternal care for abnormality of vulva and perineum, first trimester",211,
6661,O3472,"Maternal care for abnormality of vulva and perineum, second trimester",211,
6662,O3473,"Maternal care for abnormality of vulva and perineum, third trimester",211,
